organism	temperature
Agrococcus versicolor	28
Agrocybe aegerita	24
Agrocybe arvalis	25
Agrocybe dura	23
Agrocybe pediades	26
Agrocybe praecox	23
Agromonas oligotrophica	29
Agromyces albus	26
Agromyces allii	29
Agromyces atrinae	28
Agromyces aurantiacus	29
Agromyces aureus	28
Agromyces bauzanensis	28
Agromyces binzhouensis	28
Agromyces bracchium	29
Agromyces cerinus	30
Agromyces flavus	28
Agromyces fucosus	30
Agromyces hippuratus	30
Agromyces humatus	29
Agromyces indicus	28
Agromyces iriomotensis	28
Agromyces italicus	29
Agromyces lapidis	29
Agromyces luteolus	29
Agromyces marinus	28
Agromyces mediolanus	29
Agromyces neolithicus	28
Agromyces ramosus	29
Agromyces rhizospherae	28
Agromyces salentinus	29
Agromyces soli	28
Agromyces sp.	28
Agromyces subbeticus	29
Agromyces subtropicus	28
Agromyces terreus	25
Agromyces tropicus	28
Agromyces ulmi	29
Ahnfeltiopsis flabelliformis	15
Ahnfeltiopsis sp.	15
Ahrensia kielensis	26
Aidingimonas halophila	33
Aigialus grandis	24
Aigialus parvus	20
Akashiwo sanguinea	20
Akkermansia muciniphila	37
Alaria crassifolia	10
Alaria esculenta	10
Alatospora acuminata	21
Alatospora constricta	24
Albibacter methylovorans	28
Albidiferax ferrireducens	26
Albidoferax ferrireducens	25
Albidovulum inexpectatum	50
Albidovulum xiamenense	55
Albimonas donghaensis	33
Albonectria verrucosa	25
Alcaligenes aestus	26
Alcaligenes aquamarinus	26
Alcaligenes aquatilis	30
Alcaligenes carboxydus	30
Alcaligenes cupidus	27
Alcaligenes defragrans	30
Alcaligenes denitrificans	30
Alcaligenes eutrophus	30
Alcaligenes faecalis	31
Alcaligenes hydrogenophilus	30
Alcaligenes latus	30
Alcaligenes odorans	33
Alcaligenes pacificus	26
Alcaligenes paradoxus	28
Alcaligenes piechaudii	32
Alcaligenes ruhlandii	29
Alcaligenes sp.	30
Alcaligenes venustus	26
Alcaligenes xylosoxidans	30
Alcaligenes xylosoxydans	30
Alcanivorax balearicus	29
Alcanivorax borkumensis	29
Alcanivorax dieselolei	28
Alcanivorax jadensis	27
Alcanivorax sp.	28
Alcanivorax venustensis	25
Alcanivorax xenomutans	30
Aleurodiscus amorphus	22
Alexandrium catenella	20
Alexandrium hiranoi	20
Alexandrium insuetum	20
Algibacter lectus	25
Algibacter mikhailovii	25
Algibacter pectinivorans	25
Algicola bacteriolytica	25
Algicola sagamiensis	27
Algiphilus aromaticivorans	27
Algoriphagus alkaliphilus	29
Algoriphagus antarcticus	20
Algoriphagus aquaeductus	28
Algoriphagus aquimarinus	29
Algoriphagus boritolerans	29
Algoriphagus chordae	25
Algoriphagus faecimaris	37
Algoriphagus halophilus	36
Algoriphagus hitonicola	37
Algoriphagus locisalis	28
Algoriphagus machipongonensis	27
Algoriphagus mannitolivorans	37
Algoriphagus marincola	35
Algoriphagus ornithinivorans	37
Algoriphagus ratkowskyi	22
Algoriphagus sp.	20
Algoriphagus terrigena	25
Algoriphagus vanfongensis	28
Algoriphagus winogradskyi	25
Algoriphagus yeomjeoni	29
Algoriphagus zhangzhouensis	28
Aliagarivorans marinus	28
Aliagarivorans taiwanensis	28
Alicycliphilus denitrificans	29
Alicyclobacillus acidiphilus	45
Alicyclobacillus acidocaldarius	57
Alicyclobacillus acidoterrestris	47
Alicyclobacillus consociatus	30
Alicyclobacillus contaminans	55
Alicyclobacillus cycloheptanicus	45
Alicyclobacillus disulfidooxidans	35
Alicyclobacillus fastidiosus	45
Alicyclobacillus ferrooxydans	30
Alicyclobacillus herbarius	55
Alicyclobacillus hesperidum	51
Alicyclobacillus kakegawensis	50
Alicyclobacillus macrosporangiidus	50
Alicyclobacillus pohliae	55
Alicyclobacillus pomorum	45
Alicyclobacillus sacchari	50
Alicyclobacillus sendaiensis	50
Alicyclobacillus shizuokensis	50
Alicyclobacillus sp.	51
Alicyclobacillus tengchongensis	50
Alicyclobacillus vulcanalis	55
Aliicoccus persicus	37
Aliidiomarina maris	28
Aliifodinibius roseus	28
Aliifodinibius sediminis	28
Aliihoeflea aestuarii	28
Aliivibrio finisterrensis	28
Aliivibrio fischeri	24
Aliivibrio logei	16
Aliivibrio salmonicida	15
Aliivibrio sifiae	20
Aliivibrio wodanis	14
Alishewanella aestuarii	28
Alishewanella agri	28
Alishewanella fetalis	36
Alishewanella jeotgali	28
Alishewanella tabrizica	28
Alistipes finegoldii	37
Alistipes indistinctus	37
Alistipes onderdonkii	37
Alistipes putredinis	37
Alistipes senegalensis	37
Alistipes shahii	37
Alistipes timonensis	37
Alkalibacillus almallahensis	30
Alkalibacillus filiformis	37
Alkalibacillus flavidus	35
Alkalibacillus haloalkaliphilus	31
Alkalibacillus halophilus	30
Alkalibacillus salilacus	30
Alkalibacillus silvisoli	32
Alkalibacter saccharofermentans	35
Alkalibacterium gilvum	30
Alkalibacterium iburiense	37
Alkalibacterium kapii	28
Alkalibacterium olivapovliticus	25
Alkalibacterium olivoapovliticus	25
Alkalibacterium pelagium	28
Alkalibacterium psychrotolerans	25
Alkalibacterium putridalgicola	28
Alkalibacterium subtropicum	30
Alkalibacterium thalassium	33
Alkalibaculum bacchi	37
Alkaliflexus imshenetskii	30
Alkalilactibacillus ikkensis	15
Alkalilimnicola ehrlichii	29
Alkalilimnicola halodurans	37
Alkalimonas amylolytica	37
Alkalimonas collagenimarina	30
Alkalimonas delamerensis	37
Alkaliphilus halophilus	30
Alkaliphilus oremlandii	29
Alkaliphilus peptidifermentans	35
Alkaliphilus transvaalensis	37
Alkalispirillum mobile	37
Alkalitalea saponilacus	35
Alkanibacter difficilis	30
Alkanindiges hongkongensis	37
Alkanindiges illinoisensis	28
Allantophomopsis cytisporea	24
Allantophomopsis lycopodina	24
Allapsa vibrans	25
Allas diplophysa	25
Allescheria boydii	25
Allewia eureka	24
Allisonella histaminiformans	37
Alloactinosynnema album	28
Allobaculum stercoricanis	37
Allocatelliglobosispora scoriae	28
Allochromatium minutissimum	25
Allochromatium palmeri	28
Allochromatium phaeobacterium	28
Allochromatium renukae	28
Allochromatium vinosum	25
Allochromatium warmingii	23
Allochytridium expandens	24
Allochytridium luteum	24
Allofrancisella frigidaquae	30
Allofrancisella guangzhouensis	30
Allofrancisella inopinata	30
Allofustis seminis	37
Allogromia laticollaris	23
Alloiococcus otitis	37
Allokutzneria albata	28
Allokutzneria multivorans	28
Allomonas enterica	28
Allomyces arbuscula	24
Allomyces javanicus	24
Allomyces macrogynus	27
Allomyces reticulatus	24
Allonocardiopsis opalescens	28
Alloprevotella rava	37
Allosalinactinospora lopnorensis	37
Alloscardovia criceti	37
Alloscardovia macacae	37
Alloscardovia omnicolens	37
Alpinimonas psychrophila	15
Altererythrobacter indicus	30
Altererythrobacter luteolus	30
Altererythrobacter marensis	28
Altererythrobacter sp.	28
Altererythrobacter xinjiangensis	30
Alteribacillus bidgolensis	30
Alternaria acalyphicola	24
Alternaria agerati	25
Alternaria agripestis	24
Alternaria alternantherae	25
Alternaria alternariae	24
Alternaria alternata	24
Alternaria anagallidis	24
Alternaria aragakii	24
Alternaria arborescens	24
Alternaria arbusti	24
Alternaria argyranthemi	24
Alternaria argyroxiphii	25
Alternaria atra	24
Alternaria bataticola	24
Alternaria blumeae	25
Alternaria botryospora	24
Alternaria botrytis	24
Alternaria brassicae	24
Alternaria brassicicola	24
Alternaria burnsii	24
Alternaria calendulae	24
Alternaria capsici	24
Alternaria caricis	24
Alternaria carotiincultae	24
Alternaria carthami	25
Alternaria cassiae	24
Alternaria cetera	24
Alternaria chartarum	24
Alternaria cheiranthi	24
Alternaria chlamydospora	24
Alternaria chlamydosporigena	24
Alternaria cichorii	25
Alternaria cinerariae	24
Alternaria cirsinoxia	25
Alternaria citri	24
Alternaria citriarbusti	25
Alternaria citrimacularis	25
Alternaria colombiana	25
Alternaria conjuncta	25
Alternaria consortiale	24
Alternaria consortialis	24
Alternaria crassa	24
Alternaria cretica	24
Alternaria cucumerina	24
Alternaria cucurbitae	24
Alternaria cyphomandrae	24
Alternaria danida	25
Alternaria dauci	24
Alternaria destruens	22
Alternaria dianthi	24
Alternaria dianthicola	26
Alternaria dichondrae	26
Alternaria dumosa	25
Alternaria eichhorniae	24
Alternaria elegans	24
Alternaria embellisia	24
Alternaria eryngii	24
Alternaria euphorbiicola	24
Alternaria eureka	24
Alternaria gaisen	24
Alternaria gossypina	24
Alternaria grandis	24
Alternaria hawaiiensis	24
Alternaria helianthi	24
Alternaria humicola	24
Alternaria humuli	25
Alternaria incomplexa	24
Alternaria infectoria	25
Alternaria intercepta	25
Alternaria iridis	24
Alternaria japonica	24
Alternaria kikuchiana	26
Alternaria leptinellae	24
Alternaria leucanthemi	24
Alternaria limicola	24
Alternaria limoniasperae	24
Alternaria lini	24
Alternaria linicola	24
Alternaria longipes	24
Alternaria longissima	24
Alternaria macrospora	24
Alternaria mali	25
Alternaria merytae	25
Alternaria metachromatica	24
Alternaria mimicula	24
Alternaria multiformis	24
Alternaria multirostrata	24
Alternaria nitrimali	24
Alternaria novae-zelandiae	25
Alternaria oregonensis	24
Alternaria oudemansii	24
Alternaria padwickii	25
Alternaria panax	24
Alternaria passiflorae	24
Alternaria perangusta	25
Alternaria phragmospora	15
Alternaria pluriseptata	24
Alternaria porri	24
Alternaria proteae	24
Alternaria protenta	25
Alternaria pseudorostrata	24
Alternaria radicina	25
Alternaria raphani	24
Alternaria rhadina	24
Alternaria rostellata	24
Alternaria scirpicola	24
Alternaria scorzonerae	25
Alternaria selini	24
Alternaria sesami	24
Alternaria sesamicola	24
Alternaria slovaca	24
Alternaria smyrnii	24
Alternaria solani	24
Alternaria sonchi	25
Alternaria sp.	24
Alternaria steviae	25
Alternaria subcylindrica	24
Alternaria tagetica	24
Alternaria tangelonis	25
Alternaria tenuis	25
Alternaria tenuissima	25
Alternaria terricola	24
Alternaria tomato	26
Alternaria tomatophila	24
Alternaria toxicogenica	25
Alternaria triglochinicola	24
Alternaria triticimaculans	24
Alternaria triticina	26
Alternaria tropica	24
Alternaria turkisafria	25
Alternaria vaccariicola	24
Alternaria zinniae	24
Alterococcus agarolyticus	45
Alteromonas addita	27
Alteromonas alvinellae	25
Alteromonas atlantica	21
Alteromonas aurantia	24
Alteromonas australica	25
Alteromonas carrageenovora	21
Alteromonas citrea	25
Alteromonas colwelliana	23
Alteromonas communis	25
Alteromonas denitrificans	12
Alteromonas distincta	25
Alteromonas elyakovii	25
Alteromonas espejiana	28
Alteromonas fuliginea	28
Alteromonas genovensis	28
Alteromonas haloplanktis	26
Alteromonas hanedai	16
Alteromonas hispanica	25
Alteromonas litorea	30
Alteromonas luteoviolacea	25
Alteromonas macleodii	23
Alteromonas marina	30
Alteromonas marinopraesens	26
Alteromonas mediterranea	23
Alteromonas nigrifaciens	24
Alteromonas putrefaciens	27
Alteromonas rubra	23
Alteromonas sp.	25
Alteromonas stellipolaris	21
Alteromonas tetraodonis	24
Alteromonas undina	27
Alteromonas vaga	25
Alysiella crassa	37
Alysiella filiformis	37
Amanita citrina	22
Amanita flavoconia	24
Amanita inopinata	24
Amanita muscaria	24
Amanita mutabilis	24
Amanita pantherina	24
Amanita polypyramis	24
Amanita porphyria	20
Amanita rhoadsii	24
Amanita rubescens	20
Amanita solitariiformis	24
Amanita tenuifolia	24
Amanita thiersii	24
Amanita verna	24
Amantichitinum ursilacus	28
Amaricoccus kaplicensis	25
Amaricoccus macauensis	25
Amaricoccus tamworthensis	25
Amaricoccus veronensis	25
Amastigomonas bermudensis	25
Amauroascus aureus	24
Amauroascus echinulatus	25
Amauroascus kuehnii	26
Amauroascus mutatus	24
Amauroascus niger	24
Amauroascus reticulatus	24
Ambrosiella ferruginea	24
Ambrosiella gnathotrichi	25
Ambrosiella hartigii	28
Ambrosiella sulcati	24
Ambrosiella sulfurea	25
Ambrosiella sulphurea	25
Ambrosiella xylebori	24
Ambrosiozyma cicatricosa	24
Ambrosiozyma monospora	25
Ambrosiozyma philentoma	24
Ambrosiozyma platypodis	24
Aminiphilus circumscriptus	37
Aminivibrio pyruvatiphilus	37
Aminobacter aganoensis	30
Aminobacter aminovorans	30
Aminobacter ciceronei	27
Aminobacter lissarensis	27
Aminobacter niigataensis	30
Aminobacter sp.	23
Aminobacterium colombiense	37
Aminobacterium mobile	37
Aminobacterium thunnarium	37
Aminomonas paucivorans	37
Ammonifex degensii	70
Ammonifex thiophilus	70
Ammoniphilus oxalaticus	30
Ammoniphilus oxalivorans	30
Ammoniphilus resinae	28
Amnibacterium kyonggiense	28
Amoebidium parasiticum	20
Amoebinatus massiliae	30
Amorphosporangium auranticolor	27
Amorphosporangium globisporum	27
Amorphotheca resinae	24
Amorphus coralli	28
Amorphus orientalis	28
Amorphus suaedae	28
Ampelomyces humuli	26
Ampelomyces quercinus	26
Ampelomyces quisqualis	23
Ampelomyces sp.	25
Amphibacillus cookii	34
Amphibacillus indicireducens	35
Amphibacillus jilinensis	30
Amphibacillus sediminis	30
Amphibacillus tropicus	37
Amphibacillus xylanus	37
Amphidinium carterae	20
Amphidinium klebsii	20
Amphidinium operculatum	20
Amphidinium sp.	20
Amphidinium testudo	20
Amphiporthe leiphaemia	20
Amphisphaeria incrustans	24
Amphobotrys ricini	24
Amphritea atlantica	28
Amphritea balenae	20
Amphritea japonica	20
Ampullariella campanulata	28
Ampullariella digitata	27
Ampullariella lobata	37
Ampullariella regularis	27
Ampullariella sp.	26
Ampullifera seudatica	24
Amycolata alni	28
Amycolata autotrophica	28
Amycolata hydrocarbonoxydans	28
Amycolata saturnea	33
Amycolatopsis alba	28
Amycolatopsis albidoflavus	28
Amycolatopsis australiensis	28
Amycolatopsis azurea	27
Amycolatopsis balhimycina	29
Amycolatopsis bartoniae	28
Amycolatopsis benzoatilytica	28
Amycolatopsis bullii	28
Amycolatopsis cihanbeyliensis	28
Amycolatopsis circi	28
Amycolatopsis coloradensis	28
Amycolatopsis decaplanina	29
Amycolatopsis deserti	28
Amycolatopsis dongchuanensis	28
Amycolatopsis echigonensis	29
Amycolatopsis endophytica	28
Amycolatopsis equina	28
Amycolatopsis eurytherma	43
Amycolatopsis fastidiosa	28
Amycolatopsis halophila	37
Amycolatopsis halotolerans	28
Amycolatopsis helveola	28
Amycolatopsis hippodromi	28
Amycolatopsis japonica	29
Amycolatopsis japonicum	28
Amycolatopsis jejuensis	28
Amycolatopsis jiangsuensis	28
Amycolatopsis kentuckyensis	29
Amycolatopsis keratiniphila	28
Amycolatopsis lexingtonensis	29
Amycolatopsis lurida	27
Amycolatopsis magusensis	28
Amycolatopsis marina	28
Amycolatopsis mediterranei	27
Amycolatopsis minnesotensis	29
Amycolatopsis nigrescens	29
Amycolatopsis niigatensis	28
Amycolatopsis orientalis	28
Amycolatopsis palatopharyngis	28
Amycolatopsis plumensis	30
Amycolatopsis pretoriensis	29
Amycolatopsis regifaucium	28
Amycolatopsis rifamycinica	27
Amycolatopsis roodepoortensis	28
Amycolatopsis rubida	29
Amycolatopsis rugosa	28
Amycolatopsis saalfeldensis	28
Amycolatopsis sacchari	28
Amycolatopsis salitolerans	37
Amycolatopsis samaneae	28
Amycolatopsis sp.	28
Amycolatopsis speibonae	28
Amycolatopsis stemonae	28
Amycolatopsis sulphurea	29
Amycolatopsis taiwanensis	28
Amycolatopsis thailandensis	28
Amycolatopsis thermoflava	45
Amycolatopsis thermophila	28
Amycolatopsis tolypomycina	28
Amycolatopsis tucumanensis	28
Amycolatopsis ultiminotia	28
Amycolatopsis umgeniensis	28
Amycolatopsis vancoresmycina	28
Amycolatopsis viridis	28
Amycolatopsis xylanica	28
Amycolicicoccus subflavus	28
Amylocarpus encephaloides	19
Amylocystis lapponica	26
Amylomyces rouxii	24
Amylostereum areolatum	25
Amylostereum chailletii	24
Anabaena aequalis	22
Anabaena affinis	22
Anabaena akankoensis	20
Anabaena aphanizomenoides	20
Anabaena azollae	22
Anabaena circinalis	20
Anabaena compacta	20
Anabaena crassa	20
Anabaena cylindrica	22
Anabaena doliolum	24
Anabaena flos-aquae	25
Anabaena heterospora	20
Anabaena inaequalis	22
Anabaena kisseleviana	23
Anabaena lemmermannii	20
Anabaena minispora	20
Anabaena mucosa	20
Anabaena planctonica	20
Anabaena pseudocompacta	21
Anabaena reniformis	20
Anabaena smithii	20
Anabaena sp.	24
Anabaena spiroides	22
Anabaena subcylindrica	22
Anabaena ucrainica	21
Anabaena variabilis	22
Anabaena viguieri	20
Anabaenopsis circularis	21
Anaeroarcus burkinensis	36
Anaerobacillus alkalidiazotrophicus	30
Anaerobacillus arseniciselenatis	30
Anaerobaculum hydrogeniformans	55
Anaerobaculum mobile	53
Anaerobaculum thermoterrenum	50
Anaerobiospirillum succiniciproducens	37
Anaerobiospirillum thomasii	37
Anaerobranca californiensis	60
Anaerobranca gottschalkii	50
Anaerobranca horikoshii	60
Anaerobranca zavarzinii	55
Anaerocella delicata	28
Anaerococcus hydrogenalis	37
Anaerococcus lactolyticus	37
Anaerococcus massiliensis	37
Anaerococcus murdochii	37
Anaerococcus octavius	37
Anaerococcus pacaensis	37
Anaerococcus prevotii	37
Anaerococcus provenciensis	37
Anaerococcus senegalensis	37
Anaerococcus sp.	37
Anaerococcus tetradius	37
Anaerococcus vaginalis	37
Anaerocolumna aminovalerica	37
Anaerocolumna cellulosilytica	35
Anaerocolumna xylanovorans	35
Anaerofilum agile	37
Anaerofilum pentosovorans	37
Anaerofustis stercorihominis	37
Anaeroglobus geminatus	37
Anaerolinea thermolimosa	50
Anaerolinea thermophila	55
Anaeromassilibacillus senegalensis	37
Anaeromusa acidaminophila	37
Anaeromyxobacter dehalogenans	28
Anaerophaga thermohalophila	50
Anaerorhabdus furcosa	37
Anaerosalibacter bizertensis	40
Anaerosalibacter massiliensis	37
Anaerosinus glycerini	30
Anaerosolibacter carboniphilus	40
Anaerosphaera aminiphila	30
Anaerospora hongkongensis	37
Anaerosporobacter mobilis	30
Anaerosporomusa subterranea	29
Anaerostipes butyraticus	40
Anaerostipes caccae	37
Anaerostipes hadrus	37
Anaerostipes rhamnosivorans	37
Anaerotaenia torta	35
Anaerotruncus colihominis	37
Anaerovibrio burkinabensis	35
Anaerovibrio glycerini	30
Anaerovibrio lipolytica	37
Anaerovibrio lipolyticus	37
Anaerovirgula multivorans	35
Anaerovorax odorimutans	30
Analipus japonicus	15
Anaptychia ciliaris	20
Ancalomicrobium adetum	26
Ancylobacter aquaticus	27
Ancylobacter dichloromethanicus	28
Ancylobacter oerskovii	30
Ancylobacter polymorphus	29
Ancylobacter rudongensis	30
Ancylobacter sp.	28
Ancylobacter vacuolatus	30
Ancyromonas micra	25
Andalucia godoyi	21
Anderseniella baltica	25
Andreprevotia chitinilytica	28
Andreprevotia lacus	28
Anellaria semiovata	20
Aneurinibacillus aneurinilyticus	29
Aneurinibacillus aneurinolyticus	30
Aneurinibacillus danicus	45
Aneurinibacillus migulanus	30
Aneurinibacillus terranovensis	39
Aneurinibacillus thermoaerophilus	46
Angiococcus disciformis	30
Anguillospora crassa	24
Anguillospora filiformis	24
Anguillospora longissima	22
Anguillospora marina	24
Angulomicrobium amanitiforme	30
Angulomicrobium tetraedrale	29
Angustibacter peucedani	28
Angustibacter sp.	28
Aniptodera chesapeakensis	24
Aniptodera longispora	25
Ankistrodesmus falcatus	22
Ankistrodesmus nannoselene	20
Anncaliia algerae	30
Anomoporia albolutescens	26
Anomoporia bombycina	24
Anotrichium tenue	15
Anoxybacillus amylolyticus	60
Anoxybacillus bogrovensis	55
Anoxybacillus caldiproteolyticus	55
Anoxybacillus calidus	55
Anoxybacillus contaminans	50
Anoxybacillus eryuanensis	50
Anoxybacillus flavithermus	57
Anoxybacillus geothermalis	55
Anoxybacillus kamchatkensis	53
Anoxybacillus kaynarcensis	55
Anoxybacillus mongoliensis	50
Anoxybacillus pushchinoensis	60
Anoxybacillus rupiensis	55
Anoxybacillus salavatliensis	60
Anoxybacillus sp.	55
Anoxybacillus tengchongensis	50
Anoxybacillus tepidamans	55
Anoxybacillus thermarum	55
Anoxybacillus voinovskiensis	45
Anoxybacter fermentans	60
Anoxynatronum sibiricum	36
Antarctobacter heliothermus	21
Antennospora quadricornuta	25
